id,age_0_9,age_10s,age_20s,age_30s,age_40s,age_50_plus,gender_male,gender_female,reason,impressions
0CvV7gj1Qwc,0.1,0.1,0.2,0.3,0.2,0.1,0.4,0.6,"This video appears to target young parents, particularly mothers, who are interested in educational and entertaining content for their young children. The focus on parenting products and children's activities suggests it would appeal more to women in their 30s and 40s.",202
FzNmMd31ais,0.0,0.2,0.5,0.2,0.1,0.0,0.4,0.6,"This video is likely to attract young adults aged 20-30 who enjoy spicy food and mukbang content, a popular trend among this age group. The playful and detailed description of food tasting is more appealing to female viewers who often engage with food-related content on YouTube.",112
SoBdNy5HIlY,0.05,0.7,0.2,0.03,0.01,0.01,0.4,0.6,"This video focuses on a reality show and music competition, which are particularly popular among teenagers. The casual and entertaining tone, along with discussions on pop culture topics, also appeals to a young female audience.",213
WGv8xKJYlPg,0.0,0.05,0.1,0.25,0.3,0.3,0.4,0.6,"This video focuses on a traditional Korean recipe often cooked at home, which is likely to appeal to middle-aged and older adults who cook regularly. The detailed cooking instructions and use of traditional ingredients suggest a higher interest among female viewers.",361
_CPm10UNch0,0.05,0.4,0.3,0.15,0.05,0.05,0.4,0.6,"This video appeals to younger audiences, primarily teenagers and young adults, due to its focus on quirky and unique pets, which are popular trends on social media. The humorous and lighthearted tone is likely to attract a slightly higher female viewership, as pet-related content often resonates well with that demographic.",290
AR2ryUb9M9U,0.0,0.1,0.5,0.3,0.1,0.0,0.4,0.6,"This video focuses on a luxurious cruise experience, which likely appeals to young adults and professionals in their 20s and 30s interested in travel and lifestyle. The interactive elements and the social media engagement hints suggest a slight female skew in the audience demographics.",137
cRfbII60IjY,0.05,0.15,0.5,0.2,0.05,0.05,0.4,0.6,"This video features a mix of popular music and entertainment figures which are likely to appeal to a younger audience, especially those in their 20s. The content contains elements of K-pop and modern pop culture, which often have a stronger female following.",107
17dRPQJaA2k,0.0,0.4,0.5,0.1,0.0,0.0,0.4,0.6,"This video features K-pop idols and has a casual, friendly format that appeals to younger audiences, particularly teens and young adults. The presence of popular idols like Seventeen and TWICE suggests a strong appeal to female viewers who are fans of these groups.",340
WdNXev0L4ds,0.3,0.5,0.1,0.05,0.03,0.02,0.4,0.6,"This video appears to target younger audiences due to its playful, exaggerated narrative and school-themed storyline. The style and content are more likely to appeal to teenagers and pre-teens, with a slight skew towards female viewers given the focus on social interactions and character relationships.",116
7V3UOFqpp9Q,0.1,0.3,0.4,0.15,0.04,0.01,0.4,0.6,"This video appears to focus on family entertainment and activities at a kid's amusement park, which is likely to attract a younger audience and parents. The playful and family-oriented content is more appealing to women and young adults who are often involved in childcare.",169
VkEBeuTgJU4,0.05,0.2,0.45,0.2,0.07,0.03,0.4,0.6,"This video features a heartwarming story of rescuing and rehabilitating a leopard cub, which tends to appeal to young adults and adults interested in animal welfare. The nurturing and emotional aspect of the content might resonate more with female viewers who are generally more drawn to such narratives.",204
YceL3gIuxxY,0.0,0.05,0.15,0.25,0.3,0.25,0.4,0.6,"This video focuses on gardening techniques, specifically pumpkin planting, which is likely to attract an older audience interested in home gardening or farming. The detailed nature of the instructions also suggests appeal to more mature viewers who may have the resources and interest to engage in such activities.",170
OZBN2X3zvI4,0.05,0.3,0.45,0.15,0.03,0.02,0.4,0.6,"This video likely appeals more to younger audiences due to its storytelling style and romantic themes, resonating particularly with teens and young adults. The narrative may attract slightly more female viewers given its focus on relationships and character development.",231
_RMKvnhKGo0,0.0,0.3,0.5,0.15,0.05,0.0,0.4,0.6,"This video seems to target a younger audience, primarily in their teens and twenties, due to its humorous and informal style. The content also appears to appeal slightly more to females, as it revolves around relationship dynamics and family interactions.",215
cLUEygZwlRk,0.05,0.15,0.25,0.25,0.15,0.15,0.4,0.6,"This video features a mix of nostalgic and romantic themes common in Korean ballads, typically appealing to adults in their 20s to 40s. The emotional and sentimental nature of the content is likely to resonate more with female audiences.",131
NcBeCWufmbE,0.0,0.05,0.15,0.25,0.3,0.25,0.4,0.6,"This video likely attracts an older audience due to its focus on life stories and cultural experiences in Cambodia, which may resonate more with viewers who appreciate lifestyle and travel content. The content's emphasis on family and traditional values may resonate slightly more with female viewers who value cultural and familial themes.",218
9ZYm8l-PTyU,0.0,0.05,0.25,0.35,0.25,0.1,0.4,0.6,"This video appears to revolve around family dynamics, business discussions, and dramatic elements, which often attract viewers in their 30s and 40s who might relate to such themes. The presence of familial and emotional content can also appeal slightly more to a female audience.",123
U3oHWCRL6eQ,0.0,0.1,0.6,0.2,0.1,0.0,0.4,0.6,"This video focuses on daily life events, casual conversations, and some cultural references which are more likely to resonate with young adults in their 20s and 30s. The style and topic of the discussion, along with the inclusion of certain details, suggest it is slightly more appealing to a female audience.",114
VXp2dCXYrvQ,0.0,0.7,0.2,0.05,0.03,0.02,0.4,0.6,"This video likely appeals to teenagers and young adults as it discusses emotions like aspirations and anxieties, which resonate strongly with these age groups. The content seems to have a slightly higher appeal to females due to the emotional and introspective nature of the topic.",113
uYnwUVwaEdE,0.0,0.1,0.2,0.3,0.2,0.2,0.4,0.6,"This video likely appeals to a more mature audience due to its emotional and nostalgic themes found in the lyrics. The music's emphasis on love and longing suggests that it resonates more with adults, especially females, who may relate to the content emotionally.",507
hr84ErZiJWk,0.01,0.3,0.5,0.15,0.03,0.01,0.4,0.6,"This video features a playful game format with humorous and casual conversation, appealing to younger audiences. The enthusiasm and interactive nature suggest it resonates more with viewers in their 10s and 20s, particularly women due to the conversational style.",385
SE1prCwbO_4,0.0,0.05,0.1,0.2,0.35,0.3,0.4,0.6,"This video focuses on medical cases and the importance of stroke prevention, which is likely to resonate with middle-aged and older adults concerned about health. The content's educational tone and detailed medical information might be more appealing to women, who often show more interest in health-related topics.",1282
ziK8IaVWKCc,0.0,0.0,0.05,0.15,0.3,0.5,0.4,0.6,"This video primarily addresses financial advice for older adults, which is more relevant to individuals over 40 who are concerned about retirement and asset management. Additionally, the empathetic tone and storytelling approach may appeal slightly more to female viewers who might resonate with the emotional aspects of the stories shared.",238
ETUa6M9Uea0,0.0,0.0,0.0,0.0,0.1,0.9,0.4,0.6,"This video is focused on elderly audiences, particularly those experiencing chronic pain and seeking non-invasive remedies, indicating a high likelihood of viewers being 50 and older. The gender distribution is slightly skewed towards women, as they are often more engaged in health-related self-care activities.",290
GDrkERDoAsU,0.01,0.01,0.05,0.15,0.3,0.48,0.4,0.6,"This video primarily targets an older demographic due to its focus on pain management, especially for conditions common in middle-aged and elderly people. Additionally, health-related content often appeals more to women, who are statistically more engaged in health and wellness topics.",368
-sTTX3BY4io,0.01,0.15,0.5,0.25,0.07,0.02,0.4,0.6,"This video features a mix of performances and casual interactions that appeal to young adults who enjoy live music and cultural experiences. The presence of Korean songs and Western pop, combined with a casual, relatable atmosphere, is likely to attract more female viewers in their 20s and 30s, who often engage with content that blends culture and entertainment.",563
Bts3z0BBJbI,0.1,0.5,0.3,0.05,0.03,0.02,0.4,0.6,"This video is likely to appeal to teenagers and young adults due to its light-hearted, playful theme and the focus on cute animals. The higher female viewership can be attributed to the nurturing and caring aspect of the content, which tends to attract more female viewers.",541
-v-W9PwxY-g,0.05,0.7,0.2,0.04,0.01,0.0,0.4,0.6,"This video likely appeals to a younger audience, particularly teenagers, due to its colorful, playful content and focus on creative food presentation. The light-hearted tone and casual dialogue suggest a more female-oriented demographic that may enjoy lifestyle and food-related content.",258
PSE7ovDaiJI,0.05,0.2,0.3,0.3,0.1,0.05,0.4,0.6,"This video likely appeals to a younger audience, mainly in their 20s and 30s, who are focused on motivation and self-improvement. The upbeat and encouraging tone might resonate slightly more with females who are often drawn to content that emphasizes emotional and personal growth.",408
3EfcYQxViTg,0.0,0.05,0.15,0.3,0.3,0.2,0.4,0.6,"This video provides an in-depth look at the conditions and experiences within a female prison, likely attracting those interested in criminal justice and social issues. The detailed discussion appeals more to adults, with a slight skew towards women due to its focus on female incarceration.",851
of8jUQFDTDc,0.01,0.05,0.15,0.2,0.25,0.34,0.4,0.6,"This video predominantly features nostalgic and sentimental themes, likely appealing to older audiences who reminisce about the past and enjoy music from previous decades. The content also seems to resonate more with women, who often engage with emotional and relationship-based narratives.",140
a1nmBxCoUSw,0.0,0.05,0.1,0.25,0.3,0.3,0.4,0.6,"This video features a performance by 'Mr. Trot,' which is a popular musical genre among older audiences, particularly those in their 30s and above. The enthusiastic and nostalgic atmosphere is likely to appeal more to women who enjoy live performances with a strong cultural and emotional connection.",217
d-0TMm17e7A,0.0,0.05,0.15,0.25,0.3,0.25,0.4,0.6,"This video involves complex family drama and interpersonal relationships, which are themes that often resonate more with older audiences, particularly those in their 30s to 50s. Additionally, the storyline with its emotional depth and moral lessons is likely to appeal slightly more to females.",200
2vO6cxWOJ10,0.5,0.3,0.1,0.05,0.03,0.02,0.4,0.6,"This video seems to be a family-oriented content with playful and light-hearted themes, appealing more to children and teens. The interaction style and topic suggest a higher likelihood of attracting a slightly more female audience.",196
Krx_oP5dfMU,0.0,0.4,0.4,0.15,0.05,0.0,0.4,0.6,"This video humorously addresses the feeling of losing time over the weekend and the dread of Mondays, resonating with a younger audience, particularly teenagers and young adults who are likely to experience these sentiments. The playful and exaggerated tone may appeal slightly more to females who often engage with relatable and humorous content on social platforms.",193
fCOAO2P8uvE,0.01,0.05,0.2,0.4,0.3,0.04,0.4,0.6,"This video appeals to viewers interested in nostalgic and personal storytelling, often resonating with those in their 30s and 40s who relate to life experiences discussed. The emotional and cultural content may also draw a slightly larger female audience due to its focus on personal relationships and emotional depth.",245
alVF4Z9Z3Vg,0.01,0.05,0.09,0.2,0.35,0.3,0.4,0.6,"This video likely appeals to middle-aged and older viewers due to its nostalgic focus on rural life and traditional values. The content may resonate more with women as it highlights community, family, and home cooking, which are themes traditionally associated with female interest.",200
1W7aPBSijPI,0.0,0.1,0.3,0.4,0.15,0.05,0.4,0.6,"This video focuses on a cultural and culinary comparison, which tends to attract viewers in the 20s and 30s, especially those interested in cooking and international cuisines. The light-hearted and conversational tone, along with the focus on food, may appeal slightly more to female audiences.",455
AJsvGtGgI6M,0.05,0.3,0.4,0.15,0.05,0.05,0.35,0.65,"This video likely appeals to younger audiences, especially teens and those in their 20s, due to its musical and potentially romantic theme. The presence of emotional and melodic content generally draws more interest from female viewers.",115
zbXFTjqaitY,0.01,0.15,0.5,0.25,0.06,0.03,0.35,0.65,"This video likely appeals more to young adults, especially those in their 20s, due to its travel vlog style and casual, conversational tone. The content seems to resonate more with women as it focuses on travel experiences, social interactions, and personal reflections, which are typically popular with female audiences.",129
ddoJmLw_L1A,0.0,0.0,0.05,0.05,0.15,0.75,0.35,0.65,"This video is likely to attract an older audience, particularly those in their 50s and above, as it addresses skincare issues common in aging skin. The content also appeals more to women, who are generally more interested in skincare routines and products.",163
Cu04EE4JJYU,0.0,0.05,0.15,0.25,0.35,0.2,0.35,0.65,"This video is likely to attract viewers who are interested in home organization and self-improvement, topics often appealing to women aged 30 to 50. The emphasis on decluttering and efficient living aligns with the priorities of adults managing households and careers.",153
gczeJ3hVkZ0,0.05,0.1,0.2,0.25,0.3,0.1,0.35,0.65,"This video focuses on traditional cooking methods and special ingredients, which are typically more appealing to an older audience, particularly those in their 30s and 40s. The detailed cooking process and the emphasis on quality ingredients may attract more female viewers who are interested in culinary arts and cooking shows.",114
NNyhFN52XLM,0.0,0.0,0.05,0.15,0.3,0.5,0.35,0.65,"This video focuses on the health benefits of mugwort, specifically targeting issues related to aging and chronic health conditions, which are more relevant to an older audience. Additionally, the detailed explanation of traditional medicine and herbal remedies tends to attract more female viewers who are often more interested in holistic and alternative health practices.",108
4bkGsxEUtdY,0.05,0.15,0.35,0.25,0.15,0.05,0.35,0.65,"This video focuses on cooking a traditional Korean dish, which tends to attract a slightly older audience interested in cooking at home. The presence of detailed cooking instructions suggests a higher appeal to women who often seek out such content.",353
edRkFs5GvtY,0.01,0.03,0.1,0.25,0.3,0.31,0.35,0.65,"This video focuses on the health benefits and nutritional aspects of tomatoes, which is likely to attract an older audience more concerned with health and wellness. Additionally, the detailed explanations and emphasis on health-conscious eating may resonate more with female viewers, who statistically show higher interest in nutrition and health-related content.",154
aqhPmeRvZOQ,0.0,0.05,0.2,0.4,0.25,0.1,0.35,0.65,"This video is a suspenseful storytelling piece with themes of mystery and maternal protection, likely appealing to adults. Women, especially mothers, may be more inclined to engage with the emotional and protective aspects of the narrative.",658
9EUaO5cwVa0,0.0,0.15,0.5,0.25,0.1,0.0,0.3,0.7,"This video likely appeals to younger adults who may relate to the educational and humorous elements of the script, particularly those in their 20s and 30s. The conversational style and focus on character interactions suggest a stronger appeal to a female audience, possibly due to the social dynamics showcased.",282
v56d2tRG1MI,0.0,0.05,0.6,0.3,0.05,0.0,0.3,0.7,"This video discusses personal relationships and emotional growth, topics that often resonate with young adults. The conversational and introspective nature of the content is likely to attract a predominantly female audience interested in relationship dynamics and self-improvement.",407
b2pOG55Yut0,0.0,0.2,0.5,0.2,0.05,0.05,0.3,0.7,"This video focuses on university life and practical experiences, which appeals primarily to younger viewers, particularly those in their 20s. The light-hearted and conversational tone of the video might attract more female viewers who enjoy lifestyle and educational content.",550
UcK_nAQAvsU,0.0,0.1,0.5,0.3,0.1,0.0,0.3,0.7,"This video primarily focuses on home decor and lifestyle changes, which tend to attract viewers in their 20s and 30s, especially women. The content is relatable to those who are moving or living independently, which is common in these age groups.",510
U8NGHj51-_0,0.0,0.8,0.15,0.05,0.0,0.0,0.3,0.7,"This video focuses on themes of social media, selfies, friendships, and high school drama, which are highly relatable to teenagers. The emphasis on personal relationships and online interactions suggests a higher appeal to a young female audience.",845
gUPSLpGJDwU,0.0,0.0,0.05,0.15,0.35,0.45,0.3,0.7,"This video focuses on health issues related to cholesterol, which are more common in older age groups. The content is likely to attract more women as they tend to engage more with health-related content.",957
uFYf5DpgToA,0.01,0.02,0.05,0.1,0.2,0.62,0.3,0.7,"This video focuses on health tips that are particularly relevant to an older audience, especially those concerned with oral health and simple home remedies. The content is likely to appeal more to women, who often seek practical health advice for themselves and their families.",793
DRjiKnyje38,0.05,0.1,0.25,0.3,0.2,0.1,0.3,0.7,"This video is likely to appeal to women due to its emotional and family-centered storyline. The narrative about family secrets and reunions resonates more with adults, especially those in their 20s to 40s, who may relate to the complex family dynamics presented.",1414
JCSAtxgWUpo,0.0,0.0,0.1,0.2,0.4,0.3,0.3,0.7,"This video appeals to older audiences, particularly those in their 40s and 50s, who are interested in rural life and traditional farming. The content likely attracts more female viewers due to its focus on domestic activities and community interactions.",231
mVaHP_f04Pg,0.0,0.05,0.1,0.2,0.3,0.35,0.3,0.7,"This video likely appeals to an older audience, particularly those in the 40s and 50s age groups, who are more interested in cooking traditional dishes like '두릅전'. The female audience may be larger as cooking content often attracts more women who are interested in trying new recipes for family meals.",935
VUvnK4idwg8,0.0,0.7,0.25,0.05,0.0,0.0,0.3,0.7,"This video discusses themes of emotional understanding and social interaction, which are likely to resonate with teenagers who are exploring their social and emotional development. The conversational style and relatable context suggest a higher appeal to younger female audiences.",317
ixGBmAHyJvs,0.0,0.2,0.5,0.2,0.1,0.0,0.3,0.7,"This video likely appeals to young adults and females because it deals with humorous and relatable personal situations involving family dynamics and humorous mishaps. The casual and conversational tone, with references to pop culture and lifestyle, suggests a target audience that is more likely to be female and in their 20s.",107
KmCUlLCubag,0.01,0.05,0.15,0.4,0.25,0.14,0.3,0.7,"This video features complex relationships, drama, and romance, appealing primarily to an adult audience, especially women. The intricate plot and emotional depth align with the interests of viewers in their 30s and 40s, who are likely to enjoy such storytelling.",128
M2N27KYSXOQ,0.0,0.0,0.05,0.15,0.25,0.55,0.3,0.7,"This video is likely to attract an older audience, primarily aged 40 and above, as it addresses hair loss solutions which are more common concerns among this demographic. Additionally, the content is crafted in a way that suggests a focus on female viewers, who are often more engaged with hair care and beauty solutions.",147
SFuiy9BYHUQ,0.01,0.05,0.1,0.2,0.3,0.34,0.3,0.7,"This video focuses on a Korean pop culture event with a specific emphasis on a K-pop and Trot music, which is highly popular among middle-aged and older women in Korea. The content also includes travel and cultural exploration, appealing to viewers in their 30s to 50s who are interested in these themes.",938
kOEzld6RygU,0.0,0.1,0.4,0.4,0.1,0.0,0.3,0.7,"This video focuses on fitness and celebrity appearances, appealing to young adults interested in health and pop culture. The discussion around workout routines and idol appearances suggests a higher interest among females who follow fitness and entertainment trends.",115
AvBZclfKdJU,0.0,0.0,0.0,0.1,0.2,0.7,0.3,0.7,"This video is likely to attract older audiences, particularly those in their 50s and above, as it deals with themes of aging, health, and reflection about life, which are more relevant to this demographic. Additionally, the narrative style and content suggest a higher appeal to women, possibly due to the emotional and familial aspects discussed.",255
YcWr618uL44,0.0,0.01,0.04,0.15,0.25,0.55,0.3,0.7,"This video is primarily focused on health and wellness tips for older adults, particularly concerning muscle health and nutrition. The content and tone are more likely to attract older viewers, especially women who are often more health-conscious and invested in nutritional advice.",140
B-YBRGOlKZE,0.0,0.05,0.15,0.25,0.3,0.25,0.3,0.7,"This video focuses on traditional Korean cooking methods, which are often more popular among older generations. Additionally, the content's focus on detailed cooking techniques and domestic tasks is likely to attract more female viewers.",139
0OSeCYOAlcU,0.0,0.1,0.4,0.3,0.15,0.05,0.3,0.7,This video likely appeals to viewers in their 20s to 30s who are interested in cooking and celebrity appearances. The presence of a male chef and a popular male celebrity might attract a higher percentage of female viewers.,110
Aj_Fmi7oQ8k,0.0,0.15,0.5,0.25,0.1,0.0,0.3,0.7,"This video is likely to be watched more by young adults, particularly those in their 20s and 30s, as it involves a casual, conversational style focused on food and lifestyle themes. The content appears to resonate more with female viewers given the emphasis on social dining and culinary exploration, which often attracts a female demographic.",117
sTXjNmstks8,0.0,0.0,0.0,0.2,0.3,0.5,0.3,0.7,"This video likely appeals to an older audience due to its nostalgic music themes and traditional lyrical content, which resonate more with people who experienced these eras. The emotional and reflective nature of the music may attract more female viewers who tend to engage with sentimental content.",137
oa0PbZ8Ax40,0.05,0.2,0.4,0.25,0.07,0.03,0.3,0.7,"This video likely appeals to a younger female audience due to its dramatic plot and emotional storytelling, elements that often engage viewers in their teens to 30s. The themes of family conflict and personal redemption may resonate more with women seeking relatable narratives.",111
X4Vy4mXrkro,0.0,0.1,0.15,0.2,0.25,0.3,0.3,0.7,"This video likely appeals to an older audience due to its emotional depth and themes of family and loss, which resonate more with mature viewers. Additionally, the focus on a touching mother-son relationship may attract a predominantly female audience who often engage with emotional narratives.",117
mqJEpeOdiuQ,0.01,0.05,0.15,0.35,0.3,0.14,0.3,0.7,"This video is likely to attract viewers who are interested in variety shows and music programs, which often appeal to adults in their 30s and 40s. Additionally, the content involving K-pop and variety elements may also draw more female viewers due to the general popularity of such genres among women.",113
jKyGeU5Ktdw,0.01,0.02,0.07,0.15,0.35,0.4,0.3,0.7,"This video is likely to attract older audiences, particularly those in their 40s and 50s, due to its focus on rural life and nostalgia. The traditional lifestyle and natural settings are more appealing to female viewers who often show interest in lifestyle and community topics.",570
UvcQrBJG5yo,0.0,0.05,0.1,0.15,0.3,0.4,0.3,0.7,"This video showcases a heartwarming and peaceful story of an elderly woman living in a rural setting, which tends to resonate more with older adults who appreciate nature and traditional lifestyles. The content is also likely to appeal more to women due to the nurturing and community-oriented themes presented.",413
K2SgXsw4Qag,0.0,0.3,0.4,0.2,0.1,0.0,0.3,0.7,"This video appeals primarily to younger audiences who enjoy light-hearted and comedic content. The references to spy themes and personal stories make it particularly engaging for teenagers and young adults, especially females.",304
qOGEPZ4DCVM,0.0,0.2,0.5,0.2,0.1,0.0,0.3,0.7,"This video contains references to K-pop idols and a dramatic narrative style, which are likely to attract a younger audience, particularly those in their 20s. The emotional nature of the content and the mention of idol culture suggest that it may be more appealing to a female audience.",301
lrUW1yb2FGg,0.0,0.1,0.3,0.4,0.15,0.05,0.3,0.7,"This video appeals primarily to viewers who are interested in home tours and lifestyle content, which often attracts a female audience and people in their 20s to 30s. The content is casual and entertaining, likely appealing to viewers who enjoy personal stories and relatable content.",385
OI5uizBXLBY,0.05,0.3,0.4,0.15,0.07,0.03,0.3,0.7,"This video appears to have a romantic and dreamy theme, which often appeals more to younger audiences, particularly teenagers and those in their twenties. Additionally, the emotional and poetic language used is likely to resonate more with female viewers, who typically engage more with such content.",228
W7QeiN8bizw,0.0,0.2,0.6,0.15,0.05,0.0,0.3,0.7,"This video seems to be focused on style and beauty transformations, topics that often appeal to young adults, particularly in their 20s. Additionally, the emphasis on Korean style and beauty trends is likely to attract a predominantly female audience interested in fashion and appearance.",246
GCt6FwKpWd8,0.0,0.2,0.5,0.2,0.05,0.05,0.3,0.7,"This video primarily discusses experiences and cultural differences between North and South Korea, which may resonate more with younger audiences who are curious about different lifestyles. The discussion has a personal narrative style that might appeal more to women, especially those interested in human interest stories and cultural exchanges.",220
dE4weX5eblA,0.0,0.5,0.4,0.1,0.0,0.0,0.3,0.7,"This video likely attracts a younger audience because of its music-driven content and emotional themes, which resonate with teenagers and young adults. Additionally, the emphasis on romance and feelings may appeal more to female viewers, resulting in a gender skew toward women.",114
U6igQrBnEqc,0.01,0.05,0.15,0.35,0.3,0.14,0.3,0.7,"This video is likely to attract viewers interested in travel and photography, particularly those who enjoy visiting picturesque locations like gardens and parks. The content's focus on travel destinations and scenic photography spots is more likely to appeal to women in their 30s and 40s, who typically show more interest in leisurely travel and nature-oriented activities.",120
s62-ZE9Klko,0.0,0.3,0.5,0.2,0.0,0.0,0.3,0.7,"This video appears to be a science fiction thriller with complex plotlines and themes like identity and conspiracy, which are appealing to young adults. The focus on clone characters and the emotional depth suggests it may resonate more with a female audience.",181
NunRQcVI8nU,0.0,0.05,0.05,0.15,0.3,0.45,0.3,0.7,"This video focuses on the experiences of an elderly person adapting to life in a care home, addressing themes of aging, family responsibility, and personal growth. Such topics are likely to resonate more with middle-aged to older adults, particularly women, who are often primary caregivers in families.",105
dLXBNsPR9_4,0.0,0.05,0.15,0.3,0.3,0.2,0.3,0.7,"This video revolves around family dynamics, marriage, and in-law relationships, topics that commonly attract a more mature audience. Women are likely more interested in this content, as it deals with familial relationships and emotional nuances that are often more relatable to them.",375
XaU0nEbd2zs,0.0,0.05,0.1,0.25,0.3,0.3,0.3,0.7,"This video focuses on a traditional Korean recipe for making gochujang pickles, which tends to attract a more mature audience interested in cooking and traditional recipes. The topic and style suggest that the primary viewers are likely to be middle-aged women who enjoy cooking at home.",106
JrwPvpi8sFM,0.0,0.1,0.3,0.4,0.15,0.05,0.3,0.7,"This video features a discussion of a reality TV show experience, focusing on relationships and personal growth. Such content is likely to appeal more to female viewers in their 20s and 30s, who are typically more engaged in social and relationship-driven content.",113
TNB_ejNhZsM,0.0,0.1,0.5,0.3,0.1,0.0,0.3,0.7,"This video revolves around the struggles of a young female doctor, which typically appeals to audiences in their 20s and 30s. The focus on personal growth and medical drama resonates more with female viewers.",545
vy7A0baefW8,0.0,0.2,0.6,0.15,0.05,0.0,0.3,0.7,"This video predominantly features popular romantic pop songs, which typically appeal to young adults, particularly those in their 20s. The content's emotional and romantic themes are likely to resonate more with female audiences, who often engage more with this genre of music.",116
VnYRjfIkKZ8,0.1,0.05,0.15,0.4,0.2,0.1,0.3,0.7,"This video features a home tour, product demonstration, and family interaction, which are elements likely to appeal to an audience interested in lifestyle and home improvement. The focus on practical household tips and family life suggests a higher appeal among women in their 30s and 40s.",214
32_qnSmc2xo,0.01,0.1,0.3,0.4,0.15,0.04,0.3,0.7,"This video appears to focus on hospital and medical situations, which are typically more interesting to adults in their 20s to 40s, with a slight skew towards older audiences who might relate to the medical themes. The content also seems to resonate more with female viewers, likely due to the interpersonal and emotional elements present in the storyline.",113
FjUXBXT7aR8,0.0,0.1,0.2,0.3,0.3,0.1,0.3,0.7,"This video likely appeals to adults interested in crime and mystery stories, often found in those aged 30-40. The narrative's focus on women's issues and emotional depth suggests a higher female viewership.",177
dmOys9NF0u8,0.0,0.05,0.1,0.2,0.3,0.35,0.3,0.7,"This video is expected to appeal mostly to middle-aged and older viewers due to its themes of family, resilience, and aging. The emotional narrative and focus on family dynamics are likely to resonate more with a female audience.",115
0uiUfkOygUg,0.0,0.1,0.25,0.35,0.2,0.1,0.3,0.7,"This video features themes of family drama and corporate intrigue, which are typically appealing to adults in their 30s and 40s. The complex narrative and emotional depth are likely to resonate more with women, who tend to appreciate dramatic storytelling and character development.",133
cVCpCur2diU,0.0,0.05,0.15,0.35,0.3,0.15,0.3,0.7,"This video is a cooking tutorial that appeals primarily to adults who are interested in cooking and home-making. Women, particularly in the 30s and 40s age range, are more likely to engage with this content as they are often the primary meal planners in households.",417
ibzsP16TQmo,0.0,0.05,0.15,0.3,0.35,0.15,0.3,0.7,"This video is likely to appeal to middle-aged women due to its focus on family dynamics and cooking, which are often resonant with this demographic. The conversational and humorous style may also attract a younger audience who enjoys similar family-oriented content.",157
Z9hH-hMdY5k,0.0,0.05,0.25,0.4,0.25,0.05,0.3,0.7,"This video focuses on travel and food experiences in Bangkok, which are topics typically appealing to adults interested in leisure and lifestyle. The emphasis on dining, local culture, and relaxation suggests it resonates more with women who are likely the target audience for travel and culinary content.",221
rJK0O7eQhls,0.1,0.2,0.3,0.25,0.1,0.05,0.3,0.7,"This video features a family trip with a focus on children and sightseeing, elements that typically attract a younger to middle-aged female audience. The travel and family-oriented content is appealing to women in their 20s and 30s, who are often interested in family-oriented experiences and leisure travel.",198
XFF6Y3eXTy8,0.05,0.1,0.15,0.25,0.3,0.15,0.3,0.7,"This video focuses on a rural lifestyle, pet care, and simple living, which typically appeal to middle-aged women who enjoy nurturing and family content. The content's emphasis on traditional values and animal companionship aligns with the interests and preferences of women in their 30s and 40s.",196
hD2J-VxRBJY,0.0,0.1,0.3,0.4,0.15,0.05,0.3,0.7,"This video appeals to viewers in their 20s to 40s, as it involves relatable household and family themes that this demographic often engages with. The content also likely attracts a predominantly female audience due to its focus on home management and personal care activities, which are topics generally more popular with women.",142
UpIP6agfH_s,0.05,0.15,0.45,0.25,0.08,0.02,0.3,0.7,"This video likely appeals more to young adults, particularly those in their 20s and 30s, who are interested in lifestyle and health-related content that combines humor with everyday experiences. The humorous and relatable portrayal of a health check-up experience, along with the focus on a female protagonist, suggests a stronger appeal among female viewers.",117
ZgtoFMlhyoU,0.01,0.05,0.15,0.25,0.3,0.24,0.3,0.7,"This video features content focused on gardening, cooking, and family dynamics, which are more appealing to adults, particularly those aged 30 and above. Additionally, the emphasis on beauty products and skincare suggests a stronger appeal to female viewers, influencing the gender distribution.",121
AmcG04IHwVg,0.0,0.1,0.3,0.4,0.15,0.05,0.3,0.7,"This video seems to focus on fashion and personal style, which is often more appealing to adult women, especially those in their 20s and 30s. The dialogue about clothing choices and reactions also suggests a more mature audience, who might engage more with the subtleties of style and fashion.",125
BKJ8A8aE_bs,0.05,0.1,0.3,0.35,0.15,0.05,0.3,0.7,"This video likely appeals to adults interested in cooking, especially those in their 20s to 30s who are experimenting with new recipes. The emphasis on culinary details and interaction suggests a female audience with an interest in home cooking.",146
PXblZno1V1M,0.05,0.15,0.5,0.2,0.08,0.02,0.3,0.7,"This video likely appeals to individuals interested in family life and rural challenges, themes often popular with young adults and women. The mix of humor and real-life challenges in a family setting suggests a primary audience of 20 to 30-year-old females.",676
H7p_FWFhJCE,0.0,0.05,0.1,0.2,0.25,0.4,0.3,0.7,"This video likely appeals to an older audience due to the nostalgic music and themes discussed, which resonate with those who have experienced many decades of life. The majority female skew is suggested by the emotional and relational content, often more appealing to women.",121
l7NZnWHh-Fg,0.0,0.05,0.15,0.5,0.25,0.05,0.3,0.7,"This video primarily discusses married life and family dynamics, which often resonate with viewers in their 30s and 40s who are likely to be in similar life stages. The conversational and personal experiences shared in the video may appeal more to women, as they might find this content relatable and engaging.",135
